46.036511,11.120767999999998
46.048435285714284,11.112782
46.085725307692314,11.103373794871796
46.101586749999996,11.0922975
46.09446333333334,11.098928777777779
46.1179219,11.086678299999999
46.08287,11.1106856
46.10142,11.102735
46.08912325,11.10263875
46.077676,11.1119395
46.08038625,11.10629925
46.05644675,11.12045125
46.068937,11.115982
46.02755342857142,11.121602285714285
46.113294499999995,11.0891725
46.028555,11.1256965
46.058847333333325,11.110026
46.097603,11.099663
46.08902,11.10673
46.046094,11.136556
46.0556768,11.112068599999999
46.120553,11.08605
46.107559,11.092718
46.098200500000004,11.095178
46.090264,11.116147
46.0724825,11.1177825
46.032335,11.123598
46.03616,11.131296
46.057961812174334,11.124717957356665
46.061096500000005,11.119564
46.038974,11.12518
46.060461,11.1288515
46.0650225,11.113578
46.099797,11.118642
46.077748,11.122848
46.06874825,11.120962500000001
46.068123,11.126652499999999
46.084806,11.108294
46.095153,11.112886
46.050742,11.117524
46.053649,11.131651333333332
46.093615,11.104695
46.086901,11.111709
46.105754,11.102607
46.083671,11.116884
46.061559,11.110925
46.099611,11.112976
46.086801,11.118917
46.096401,11.11639
46.052691,11.120898
46.074614999999994,11.115533
46.06518,11.121065
46.035888,11.114842
46.07639,11.119246
46.037243,11.143551
46.065772,11.147454
46.046104,11.141968
46.024063999999996,11.1230005
46.077465,11.101403
46.08161,11.095925
46.032265,11.129221
46.043175,11.114977
46.070924500000004,11.142013
46.067258,11.137945333333334
46.066819,11.129701
46.067472,11.1413
